,mood,age,gender,school_type,grade_level,sibilings,living,employment,personality,relationship,wakeup,breakfast,launch,dinner,sleep,hobbies,smoker,alcoholic,drug_addicted,friends,hangout,social_events,pray,sports,exercise,meditation,video_games,study_hours,phone_hours,medication,movies_per_week,music hours,depression,category
280,Tensed,25,Female,Wirtschaft,1,3,With family,None,Extrovert,Married,11:00:00 AM,12:30:00 PM,3:00:00 PM,11:00:00 AM,2:30:00 AM,None,No,No,No,3,Very Often,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,0,3 to 5,No,0,0,6,Moderate
281,Happy,20,Male,Wirtschaft,6,3,With family,None,Ambivert,Single,4:00:00 AM,10:00:00 AM,2:00:00 PM,12:00:00 PM,11:00:00 PM,"painting, reading",No,No,No,7,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Regularly,Very Often,2,3 to 5,No,0,0,1,None
282,Sad,24,Male,Wirtschaft,3,0,With family,Full time,Extrovert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,1:00:00 PM,12:00:00 AM,"Photography, Traveling, Riding, Driving ",Yes,No,No,3,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,Often,2,3 to 5,No,10,1,4,None
283,Lost,21,Female,Wirtschaft,2,3,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,1:00:00 PM,2:00:00 PM,2:00:00 AM,None,Yes,No,No,0,Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,0,2,20,Severe
284,Happy,19,Male,Wirtschaft,1,2,With family,None,Ambivert,Single,12:00:00 PM,12:00:00 AM,3:00:00 AM,3:00:00 PM,3:00:00 AM,"Music, Traveling",No,No,No,1,Sometimes,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,0,1,11,Moderate
285,Tensed,23,Female,Wirtschaft,3,2,With family,None,Ambivert,Single,10:00:00 AM,11:00:00 AM,4:00:00 PM,4:00:00 PM,5:00:00 AM,"Music, Dancing, Photography, Traveling",Yes,Yes,No,6,Sometimes,Not at all,Sometimes,Not at all,Not at all,Not at all,Sometimes,1,more than 8,No,4,2,14,Moderate
286,Happy,18,Female,Naturwissenschaft,1,2,With family,None,Extrovert,Single,4:50:00 AM,6:00:00 AM,1:45:00 AM,5:00:00 PM,12:45:00 AM,Music,No,No,No,3,Sometimes,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Not at all,3,6 to 8,Yes,4,1,3,None
287,Tensed,19,Male,Wirtschaft,1,1,With family,None,Introvert,Single,9:00:00 AM,10:00:00 AM,2:00:00 AM,6:00:00 PM,12:30:00 AM,Playing ,No,No,No,0,Sometimes,Sometimes,Sometimes,Regularly,Not at all,Not at all,Sometimes,1,more than 8,No,0,1,13,Moderate
288,Lost,20,Male,Naturwissenschaft,1,1,With family,None,Ambivert,Single,10:30:00 AM,2:00:00 PM,2:00:00 PM,7:00:00 PM,3:00:00 AM,None,Yes,No,No,5,Sometimes,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,0,more than 8,No,0,0,24,Severe
289,Tensed,19,Male,Wirtschaft,1,0,Without family,None,Introvert,Single,8:00:00 AM,9:00:00 AM,3:00:00 PM,8:00:00 PM,2:00:00 AM,Music,Yes,No,No,3,Not at all,Very Often,Regularly,Sometimes,Not at all,Not at all,Not at all,1,6 to 8,No,1,1,15,Moderate
290,Happy,20,Male,Naturwissenschaft,1,1,With family,None,Introvert,Single,8:30:00 AM,11:00:00 AM,3:00:00 PM,9:00:00 PM,1:00:00 AM,"Music, Photography, Programming",No,No,No,2,Not at all,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,5,6 to 8,No,0,3,3,None
291,Lost,18,Male,Wirtschaft,1,1,With family,None,Introvert,Single,6:00:00 AM,7:00:00 AM,1:00:00 AM,10:00:00 PM,10:00:00 AM,None,No,No,No,2,Not at all,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,0,6 to 8,No,3,1,10,Moderate
292,Sad,24,Male,Naturwissenschaft,4,2,With family,None,Introvert,In a relationship,4:00:00 PM,12:00:00 PM,6:00:00 PM,11:00:00 PM,8:00:00 AM,None,Yes,No,No,0,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Often,1,3 to 5,Yes,1,0,26,Severe
293,Happy,22,Female,Wirtschaft,4,1,With family,Part time,Extrovert,In a relationship,8:30:00 AM,9:00:00 AM,2:00:00 AM,12:00:00 AM,1:00:00 AM,Music,No,No,No,2,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,3,more than 8,No,2,7,8,Moderate
294,Tensed,21,Female,Wirtschaft,3,1,With family,None,Ambivert,Single,11:30:00 AM,12:00:00 PM,3:30:00 AM,1:00:00 AM,3:30:00 AM,"Music, Photography, Traveling",No,No,No,5,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Not at all,4,more than 8,Yes,4,4,11,Moderate
295,Happy,28,Male,Geisteswissenschaft,2,4,With family,None,Introvert,In a relationship,10:00:00 AM,10:30:00 AM,2:00:00 PM,2:00:00 AM,12:00:00 AM,"Music, Photography, Gym",No,No,No,4,Very Often,Sometimes,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,3,3 to 5,No,1,1,5,Moderate
296,Tensed,24,Male,Naturwissenschaft,4,1,With family,None,Introvert,In a relationship,9:00:00 AM,11:00:00 AM,4:00:00 PM,3:00:00 AM,2:00:00 AM,"Music, Dancing, Traveling, Reading, sports",No,No,No,10,Sometimes,Sometimes,Regularly,Regularly,Sometimes,Sometimes,Sometimes,3,0 to 2,No,1,0,7,Moderate
297,Happy,23,Male,Naturwissenschaft,6,1,Without family,Part time,Introvert,Single,9:45:00 AM,10:50:00 AM,5:00:00 PM,4:00:00 AM,2:00:00 AM,"Music, Programming",No,No,No,6,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,9,0 to 2,No,3,1,3,None
298,Happy,20,Female,Wirtschaft,1,1,With family,None,Introvert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,5:00:00 AM,12:00:00 AM,Baking,No,No,No,11,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Not at all,Not at all,5,3 to 5,No,1,0,9,Moderate
299,Happy,21,Female,Wirtschaft,3,5,With family,None,Extrovert,Single,4:30:00 AM,9:30:00 AM,2:30:00 PM,6:00:00 AM,12:15:00 AM,Music,No,No,No,1,Often,Very Often,Regularly,Not at all,Sometimes,Not at all,Sometimes,1,6 to 8,No,2,1,6,Moderate
300,Happy,21,Male,Naturwissenschaft,6,2,With family,None,Ambivert,In a relationship,11:00:00 AM,12:00:00 PM,4:00:00 PM,7:00:00 AM,2:00:00 AM,"Music, Dancing, Photography",No,No,No,12,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,3 to 5,Yes,2,3,9,Moderate
301,Lost,22,Female,Naturwissenschaft,6,2,With family,None,Introvert,Married,10:00:00 AM,11:00:00 AM,4:00:00 AM,8:00:00 AM,2:00:00 AM,Traveling,No,No,No,6,Not at all,Not at all,Regularly,Not at all,Sometimes,Not at all,Not at all,6,3 to 5,No,3,1,12,Moderate
302,Happy,24,Male,Naturwissenschaft,7,2,With family,Part time,Introvert,In a relationship,9:00:00 AM,9:30:00 AM,2:30:00 PM,9:00:00 AM,1:00:00 AM,"Traveling, Reading ",No,No,No,0,Sometimes,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Not at all,6,3 to 5,No,0,0,6,Moderate
303,Tensed,23,Male,Naturwissenschaft,6,13,With family,None,Extrovert,Single,9:00:00 AM,9:30:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 AM,Programming,No,No,No,2,Often,Often,Regularly,Not at all,Sometimes,Sometimes,Sometimes,7,0 to 2,No,0,8,11,Moderate
304,Happy,23,Male,Naturwissenschaft,6,1,Without family,Full time,Ambivert,Single,12:00:00 AM,12:30:00 PM,3:00:00 PM,11:00:00 AM,4:00:00 AM,Photography,No,No,No,4,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,5,6 to 8,Yes,2,5,10,Moderate
305,Lost,23,Male,Naturwissenschaft,6,1,With family,None,Introvert,In a relationship,9:00:00 AM,10:00:00 AM,2:30:00 PM,12:00:00 PM,1:00:00 AM,"Music, Programming",No,No,No,1,Sometimes,Not at all,Regularly,Not at all,Sometimes,Not at all,Often,2,3 to 5,No,2,1,10,Moderate
306,Happy,24,Male,Naturwissenschaft,6,1,With family,Part time,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 PM,1:00:00 PM,3:30:00 AM,"Music, Traveling, Programming",Yes,Yes,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,6 to 8,No,1,3,16,Moderate
307,Tensed,24,Female,Naturwissenschaft,7,2,With family,None,Ambivert,Single,7:00:00 AM,9:00:00 AM,2:00:00 PM,2:00:00 PM,12:00:00 PM,"Music, Reading books",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Regularly,Not at all,Sometimes,4,0 to 2,Yes,1,1,23,Severe
308,Tensed,24,Male,Naturwissenschaft,6,2,With family,None,Ambivert,In a relationship,9:30:00 AM,9:40:00 AM,1:30:00 PM,3:00:00 PM,1:30:00 AM,Traveling,No,No,No,5,Often,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Often,3,3 to 5,No,1,1,4,None
309,Happy,24,Male,Naturwissenschaft,6,1,With family,None,Introvert,Single,8:30:00 AM,10:00:00 AM,2:00:00 PM,4:00:00 PM,3:30:00 AM,"Music, Traveling, Programming",No,No,No,3,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Often,2,3 to 5,No,5,1,5,Moderate
310,Happy,24,Male,Naturwissenschaft,6,3,With family,Part time,Ambivert,Single,8:50:00 AM,9:20:00 AM,2:30:00 PM,5:00:00 PM,2:00:00 AM,"Music, Photography, Traveling",Yes,No,No,5,Often,Often,Regularly,Sometimes,Sometimes,Not at all,Often,3,3 to 5,No,3,1,10,Moderate
311,Lost,21,Male,Naturwissenschaft,2,1,With family,None,Introvert,Single,8:50:00 AM,10:00:00 AM,2:00:00 PM,6:00:00 PM,1:30:00 AM,"Photography, Traveling, Programming",Yes,No,No,2,Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Not at all,10,0 to 2,No,2,1,1,None
312,Happy,23,Male,Naturwissenschaft,6,1,With family,None,Introvert,Single,9:00:00 AM,9:15:00 AM,2:00:00 PM,7:00:00 PM,2:00:00 PM,"Painting, Traveling",No,No,No,6,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Sometimes,6,6 to 8,No,1,1,2,None
313,Tensed,23,Male,Naturwissenschaft,5,2,With family,Part time,Extrovert,Single,9:00:00 AM,9:30:00 AM,3:00:00 PM,8:00:00 PM,12:30:00 AM,"Music, Painting",No,No,No,4,Sometimes,Often,Sometimes,Not at all,Sometimes,Not at all,Sometimes,1,3 to 5,No,1,5,8,Moderate
314,Happy,23,Male,Naturwissenschaft,5,1,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,2:30:00 PM,9:00:00 PM,3:00:00 AM,"Traveling, Programming",No,No,No,6,Often,Often,Regularly,Sometimes,Regularly,Not at all,Often,3,3 to 5,No,3,1,11,Moderate
315,Happy,21,Male,Wirtschaft,3,2,Without family,None,Extrovert,Single,8:00:00 AM,8:30:00 AM,2:00:00 PM,10:00:00 PM,2:00:00 AM,"Photography, Traveling",No,No,No,8,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Not at all,4,3 to 5,No,2,0,7,Moderate
316,Sad,22,Male,Naturwissenschaft,6,2,With family,None,Introvert,Single,10:30:00 AM,10:45:00 AM,2:30:00 PM,11:00:00 PM,4:00:00 AM,"Music, Photography, Reading Books",Yes,No,No,12,Sometimes,Sometimes,Not at all,Sometimes,Sometimes,Not at all,Not at all,3,3 to 5,No,2,7,9,Moderate
317,Happy,23,Male,Naturwissenschaft,6,2,With family,None,Ambivert,Single,9:00:00 AM,11:00:00 AM,3:00:00 PM,12:00:00 AM,2:00:00 AM,None,Yes,Yes,No,5,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2,3 to 5,No,0,0,0,None
319,Happy,23,Male,Naturwissenschaft,7,3,With family,None,Ambivert,Single,10:30:00 AM,11:00:00 AM,4:00:00 PM,2:00:00 AM,4:00:00 AM,"Music, Photography, Traveling",Yes,No,No,8,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,5,3,9,Moderate
320,Tensed,24,Male,Naturwissenschaft,6,1,Without family,None,Introvert,Single,9:00:00 AM,11:00:00 AM,2:30:00 PM,3:00:00 AM,3:00:00 AM,None,No,No,No,5,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,6,0 to 2,No,0,0,13,Moderate
321,Tensed,22,Male,Naturwissenschaft,5,4,With family,Part time,Ambivert,In a relationship,9:00:00 AM,12:00:00 PM,2:30:00 PM,4:00:00 AM,4:00:00 AM,"Music, Traveling",Yes,No,No,10,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,5,3 to 5,No,0,2,5,Moderate
322,Lost,23,Male,Naturwissenschaft,6,1,With family,Part time,Ambivert,Single,11:00:00 AM,1:00:00 PM,5:00:00 PM,5:00:00 AM,6:00:00 AM,"Music, Photography, Traveling",Yes,Yes,Yes,3,Often,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,3 to 5,No,0,1,10,Moderate
323,Lost,24,Male,Naturwissenschaft,6,0,With family,None,Introvert,Single,12:00:00 PM,1:00:00 PM,1:00:00 AM,6:00:00 AM,4:00:00 AM,"Photography, Traveling, Programming",No,No,No,5,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,2,0 to 2,No,1,1,14,Moderate
324,Sad,25,Male,Naturwissenschaft,5,6,With family,None,Introvert,Single,5:20:00 AM,8:00:00 AM,2:00:00 AM,7:00:00 AM,12:00:00 AM,Traveling,Yes,No,No,0,Very Often,Often,Sometimes,Sometimes,Regularly,Not at all,Very Often,1,0 to 2,No,0,0,10,Moderate
325,Sad,24,Male,Naturwissenschaft,6,1,With family,Part time,Ambivert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,8:00:00 AM,4:00:00 AM,"Music, Photography, Painting, Traveling, Programming",No,No,No,0,Often,Sometimes,Regularly,Sometimes,Not at all,Not at all,Sometimes,10,0 to 2,No,1,2,15,Moderate
326,Tensed,23,Male,Naturwissenschaft,7,2,With family,None,Ambivert,Single,8:20:00 AM,9:30:00 AM,2:00:00 PM,9:00:00 AM,1:00:00 AM,Music,No,No,No,2,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,1,more than 8,No,5,4,6,Moderate
327,Tensed,23,Male,Naturwissenschaft,6,1,With family,None,Ambivert,Single,9:00:00 AM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 AM,Photography,No,No,No,0,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,6,3 to 5,No,4,4,11,Moderate
328,Happy,22,Female,Naturwissenschaft,5,2,With family,None,Ambivert,Single,11:00:00 AM,11:30:00 AM,4:00:00 PM,11:00:00 AM,3:30:00 AM,"Traveling, Programming",No,No,No,4,Sometimes,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,3,6 to 8,Yes,3,4,5,Moderate
330,Happy,25,Male,Naturwissenschaft,5,2,With family,Part time,Introvert,In a relationship,10:00:00 AM,10:30:00 AM,2:00:00 AM,1:00:00 PM,2:00:00 PM,Traveling,Yes,No,No,5,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,3,3 to 5,No,3,1,11,Moderate
331,Happy,22,Female,Wirtschaft,3,3,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,3:00:00 AM,2:00:00 PM,3:00:00 AM,Dancing,No,No,No,1,Very Often,Not at all,Sometimes,Not at all,Sometimes,Not at all,Not at all,2,3 to 5,No,1,3,10,Moderate
332,Happy,24,Male,Naturwissenschaft,6,2,Without family,None,Extrovert,In a relationship,9:00:00 AM,9:30:00 AM,2:30:00 PM,3:00:00 PM,3:00:00 AM,Traveling,Yes,No,No,10,Not at all,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,1,6 to 8,No,3,0,8,Moderate
333,Tensed,22,Male,Naturwissenschaft,4,2,With family,Part time,Extrovert,Single,9:00:00 AM,10:00:00 AM,3:00:00 PM,4:00:00 PM,3:00:00 AM,"Painting, Traveling, Programming",Yes,No,No,8,Often,Sometimes,Regularly,Not at all,Sometimes,Sometimes,Not at all,2,3 to 5,Yes,2,1,4,None
334,Lost,23,Female,Naturwissenschaft,2,1,With family,None,Introvert,In a relationship,10:30:00 AM,11:30:00 AM,3:30:00 PM,5:00:00 PM,3:00:00 AM,"Music, Traveling",No,No,No,2,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Not at all,6,6 to 8,No,1,2,8,Moderate
335,Happy,28,Male,Naturwissenschaft,1,1,With family,Full time,Introvert,Single,8:00:00 AM,9:00:00 AM,3:00:00 PM,6:00:00 PM,1:00:00 AM,Traveling,No,No,No,5,Often,Often,Sometimes,Not at all,Sometimes,Regularly,Not at all,1,3 to 5,No,0,0,7,Moderate
336,Lost,21,Female,Geisteswissenschaft,2,0,With family,Part time,Ambivert,Single,8:30:00 AM,9:00:00 AM,2:30:00 PM,7:00:00 PM,1:00:00 AM,None,No,No,No,3,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,3 to 5,No,5,2,2,None
337,Tensed,24,Male,Wirtschaft,6,1,With family,None,Introvert,Single,10:00:00 AM,11:00:00 AM,2:15:00 AM,8:00:00 PM,4:00:00 AM,"Music, Traveling",Yes,No,No,3,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,1,more than 8,Yes,3,3,15,Moderate
338,Sad,23,Male,Geisteswissenschaft,3,1,With family,None,Ambivert,Single,11:00:00 AM,12:00:00 PM,3:00:00 AM,9:00:00 PM,1:00:00 AM,"Music, Dancing, Traveling",No,No,No,4,Often,Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,2,3 to 5,No,2,1,9,Moderate
339,Tensed,23,Male,Naturwissenschaft,6,2,With family,None,Introvert,Single,11:00:00 AM,11:30:00 AM,3:00:00 PM,10:00:00 PM,3:30:00 AM,"Traveling, Programming",Yes,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Sometimes,3,3 to 5,No,1,1,17,Moderate
340,Sad,22,Female,Geisteswissenschaft,1,1,With family,None,Ambivert,Single,12:30:00 PM,1:00:00 AM,4:00:00 AM,11:00:00 PM,1:00:00 AM,None,Yes,No,No,1,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,Not at all,Sometimes,1,more than 8,No,3,1,9,Moderate
341,Happy,24,Male,Naturwissenschaft,6,2,With family,Full time,Extrovert,Single,12:08:00 AM,8:50:00 AM,12:02:00 PM,12:00:00 AM,12:00:00 AM,"Music, Dancing, Photography, Traveling, Programming",Yes,Yes,No,5,Often,Often,Regularly,Sometimes,Regularly,Not at all,Very Often,2,3 to 5,No,1,2,9,Moderate
342,Happy,24,Male,Naturwissenschaft,4,2,With family,None,Introvert,Single,6:00:00 AM,9:00:00 AM,2:00:00 PM,1:00:00 AM,12:00:00 AM,Traveling,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,2,3 to 5,No,0,1,9,Moderate
343,Happy,25,Male,Wirtschaft,6,1,With family,Part time,Extrovert,Single,10:00:00 AM,10:15:00 AM,3:00:00 PM,2:00:00 AM,12:00:00 AM,"Music, Photography",Yes,Yes,No,2,Very Often,Often,Sometimes,Sometimes,Regularly,Not at all,Very Often,0,6 to 8,No,1,1,2,None
344,Happy,25,Male,Wirtschaft,6,3,With family,Full time,Extrovert,Engaged,8:00:00 AM,7:45:00 AM,2:30:00 PM,3:00:00 AM,1:30:00 AM,Cricket,Yes,No,No,10,Sometimes,Very Often,Regularly,Regularly,Regularly,Not at all,Not at all,2,6 to 8,No,1,1,3,None
345,Happy,23,Male,Wirtschaft,1,1,With family,Full time,Ambivert,Single,11:00:00 AM,12:00:00 AM,3:00:00 AM,4:00:00 AM,2:00:00 AM,Music,Yes,No,No,4,Sometimes,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,1,3 to 5,No,2,2,10,Moderate
346,Tensed,18,Male,Wirtschaft,1,2,With family,None,Introvert,Single,11:00:00 AM,11:10:00 AM,2:30:00 PM,5:00:00 AM,3:00:00 AM,None,No,No,No,1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Very Often,2,6 to 8,No,4,0,18,Moderate
347,Lost,21,Female,Naturwissenschaft,6,1,With family,Part time,Extrovert,Single,8:00:00 AM,11:00:00 AM,2:00:00 AM,6:00:00 AM,4:00:00 AM,None,No,No,No,1,Not at all,Very Often,Regularly,Not at all,Not at all,Not at all,Not at all,2,3 to 5,No,1,2,6,Moderate
348,Happy,24,Male,Wirtschaft,5,3,With family,None,Extrovert,In a relationship,10:00:00 AM,11:00:00 AM,3:00:00 AM,7:00:00 AM,1:00:00 AM,Cooking ,Yes,Yes,No,4,Often,Often,Sometimes,Sometimes,Regularly,Not at all,Often,1,3 to 5,No,4,2,4,None
349,Angry,24,Male,Wirtschaft,8,0,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,3:30:00 AM,8:00:00 AM,1:00:00 AM,Gaming,Yes,Yes,No,5,Often,Sometimes,Regularly,Sometimes,Regularly,Sometimes,Very Often,1,3 to 5,No,1,1,9,Moderate
350,Tensed,24,Male,Wirtschaft,6,0,With family,None,Ambivert,Single,9:20:00 AM,11:00:00 AM,3:00:00 PM,9:00:00 AM,2:30:00 PM,Gaming,No,No,No,2,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Very Often,1,0 to 2,No,2,1,12,Moderate
351,Sad,21,Male,Wirtschaft,2,1,With family,None,Introvert,Single,9:00:00 AM,10:15:00 AM,2:00:00 PM,10:00:00 AM,12:00:00 AM,Gardening,No,No,No,2,Sometimes,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Sometimes,1,0 to 2,No,1,0,11,Moderate
352,Happy,22,Female,Naturwissenschaft,4,3,With family,None,Extrovert,Single,9:00:00 AM,11:00:00 AM,4:00:00 PM,11:00:00 AM,3:00:00 AM,"Photography, Gaming ",No,No,No,9,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Very Often,0,more than 8,No,1,0,4,None
354,Tensed,23,Male,Naturwissenschaft,5,1,With family,None,Introvert,In a relationship,9:00:00 AM,1:00:00 PM,4:00:00 AM,1:00:00 PM,3:00:00 AM,Programming,No,No,No,1,Often,Sometimes,Regularly,Sometimes,Sometimes,Sometimes,Often,10,3 to 5,No,5,1,11,Moderate
355,Lost,22,Female,Naturwissenschaft,4,1,Without family,None,Ambivert,Single,9:00:00 AM,12:00:00 PM,3:00:00 AM,2:00:00 PM,2:00:00 AM,"Music, Dancing, Photography",No,No,No,3,Very Often,Not at all,Sometimes,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,2,0,10,Moderate
356,Tensed,19,Male,Naturwissenschaft,2,2,With family,None,Introvert,In a relationship,10:00:00 AM,10:30:00 AM,2:30:00 AM,3:00:00 PM,2:30:00 AM,Gaming,No,No,No,0,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Very Often,0,more than 8,Yes,0,0,14,Moderate
357,Happy,26,Male,Naturwissenschaft,6,1,With family,Full time,Ambivert,Single,8:00:00 AM,9:00:00 AM,4:00:00 AM,4:00:00 PM,3:00:00 AM,"Photography, Traveling, Programming",No,No,No,3,Often,Sometimes,Not at all,Not at all,Not at all,Not at all,Often,3,0 to 2,No,0,2,9,Moderate
358,Tensed,20,Male,Naturwissenschaft,2,1,With family,None,Extrovert,Single,7:00:00 AM,9:00:00 AM,2:30:00 PM,5:00:00 PM,11:30:00 AM,Traveling,Yes,No,No,8,Often,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,5,0 to 2,No,2,1,3,None
359,Happy,25,Male,Naturwissenschaft,5,2,With family,None,Introvert,Single,10:00:00 AM,10:30:00 AM,2:30:00 PM,6:00:00 PM,3:00:00 AM,"Photography, Traveling",No,No,No,4,Often,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,1,more than 8,No,7,2,1,None
360,Lost,22,Female,Naturwissenschaft,4,2,With family,None,Ambivert,In a relationship,10:00:00 AM,11:00:00 AM,2:00:00 PM,7:00:00 PM,2:00:00 AM,Programming,No,No,No,1,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Not at all,Sometimes,3,6 to 8,No,2,3,8,Moderate
361,Lost,22,Female,Naturwissenschaft,5,1,With family,None,Ambivert,Single,9:00:00 AM,9:30:00 AM,1:30:00 PM,8:00:00 PM,12:30:00 AM,None,No,No,No,3,Sometimes,Sometimes,Not at all,Not at all,Not at all,Not at all,Not at all,3,more than 8,No,4,3,14,Moderate
362,Tensed,22,Female,Wirtschaft,2,4,With family,Part time,Extrovert,Single,3:00:00 AM,10:00:00 AM,3:00:00 PM,9:00:00 PM,11:00:00 AM,Programming,No,No,No,3,Very Often,Sometimes,Regularly,Sometimes,Sometimes,Not at all,Not at all,10,more than 8,No,0,0,17,Moderate
363,Lost,22,Female,Naturwissenschaft,4,2,With family,None,Introvert,Single,4:30:00 AM,8:00:00 AM,1:30:00 PM,10:00:00 PM,11:30:00 PM,"Music, Programming",No,No,No,2,Often,Sometimes,Regularly,Not at all,Sometimes,Not at all,Very Often,4,0 to 2,No,2,4,15,Moderate
364,Lost,23,Male,Wirtschaft,6,2,With family,None,Ambivert,In a relationship,9:40:00 AM,11:00:00 AM,3:00:00 PM,11:00:00 PM,4:00:00 AM,Music,No,No,No,2,Not at all,Not at all,Sometimes,Not at all,Sometimes,Not at all,Sometimes,2,more than 8,No,1,1,15,Moderate
365,Sad,20,Male,Naturwissenschaft,1,1,With family,None,Introvert,Single,12:30:00 PM,1:00:00 AM,4:30:00 AM,12:00:00 AM,4:30:00 AM,"Photography, Traveling, Programming",No,No,No,3,Sometimes,Sometimes,Regularly,Not at all,Not at all,Not at all,Very Often,1,3 to 5,Yes,3,1,18,Moderate
366,Happy,22,Female,Geisteswissenschaft,4,1,With family,None,Introvert,Single,9:00:00 AM,9:30:00 AM,3:15:00 AM,1:00:00 AM,11:55:00 AM,Reading,No,No,No,4,Sometimes,Not at all,Regularly,Not at all,Not at all,Not at all,Not at all,1,3 to 5,Yes,2,0,12,Moderate
367,Tensed,19,Female,Naturwissenschaft,1,1,With family,None,Ambivert,Single,9:30:00 AM,10:00:00 AM,2:00:00 PM,2:00:00 AM,12:45:00 AM,"Music, Dancing, Traveling",No,No,No,4,Often,Often,Regularly,Sometimes,Sometimes,Sometimes,Sometimes,5,3 to 5,No,1,2,6,Moderate
368,Tensed,25,Male,Naturwissenschaft,5,2,With family,None,Extrovert,In a relationship,2:00:00 PM,3:00:00 PM,3:00:00 PM,3:00:00 AM,3:00:00 AM,"Music, Traveling",Yes,Yes,No,3,Often,Sometimes,Sometimes,Sometimes,Sometimes,Not at all,Not at all,4,3 to 5,No,2,0,9,Moderate
